COR CODEX — Super Matrix (27 Systems),,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCE_SYSTEM,ENTRY,ALCHEMY,ARCHETYPES,COLORS,CRYSTALS,DEITIES,ELEMENTS,FREQUENCY,GEOMANCY,GEOMETRY,I_CHING,KABBALAH,LETTERS_HEBREW,LETTERS_LATIN,MAJOR_ARCANA,MAYAN,METALS,MINOR_ARCANA,NOTES,NUMBERS,PHYSIOLOGY,PLANETS,PLANTS,PLATONIC_SOLIDS,VICES,VIRTUES,ZODIAC,CHAKRAS
MAYAN,Ix,Sublimation; Dissolution; Distillation,The Mystic; The Priest; The Shadow,Indigo; Black; Violet,OBSIDIAN; AMETHYST; LABRADORITE,Tezcatlipoca [Aztec/Mayan]; Archangel Raziel [Other],Aether; Water,211.44 Hz — Neptune; 210.42 Hz — Moon; 741 Hz — Awakening,Amissio — Loss; Populus — The People; Albus — The White One,Sphere; Point; Pentagram,61 — Inner Truth (Zhong Fu); 44 — Coming to Meet (Gou); 29 — Abyss (Kan),Kether (Crown); Yesod (Foundation); Binah (Understanding),Ayin; Qoph; Teth,I; X; Q,XVIII — The Moon; XI — Justice; IX — The Hermit,Ix,Platinum; Silver; Mercury,Queen of Cups; Seven of Cups; Ace of Swords,D; G♯; B,9; 11; 2,Pineal; Eyes; Nervous system,♆ Neptune; ☽ Moon; ☿ Mercury,Artemisia; Blue Lotus; Frankincense,Dodecahedron; Icosahedron,"Delusion (Illusion, Confusion); Obsession (Attachment)","Insight (Awareness, Light in darkness); Clarity (Illumination, Healing, Vision); Freedom (Aspiration, Release)",♏ Scorpio; ♓ Pisces; ♒ Aquarius,AJNA-THIRD-EYE; CROWN-SAHASRARA
MAYAN,Kan,Conjunction; Fermentation; Coagulation,The Mother; The Lover; The Creator,Green; Emerald; Pink; Gold,EMERALD; ROSE-QUARTZ; JADE; GREEN-AVENTURINE,Aphrodite [Greek]; Lakshmi [Hindu]; Demeter [Greek]; Centeotl [Aztec/Mayan],Earth; Water,221.23 Hz — Venus; 174 Hz — Foundation; 639 Hz — Harmony/Connection,Puella — The Maiden; Acquisitio — Gain; Conjunctio — Union,Hexagon; Pentagon; Flower of Life,31 — Influence (Xian); 24 — Return (Fu); 27 — Nourishment (Yi),Netzach (Victory); Malkuth (Kingdom); Yesod (Foundation),Daleth; Bet; Samekh,K; B; S,III — The Empress; VI — The Lovers; X — Wheel of Fortune,Kan,Copper; Gold,Ace of Cups; Three of Cups; Two of Cups,A; F; C,6; 7; 3,Reproductive system; Stomach; Pancreas,♀ Venus; ☉ Sun,Apple; Apple Blossom; Grain; Corn; Cacao,Hexahedron; Dodecahedron,"Lust (Overindulgence, Hunger); Avarice (Hoarding, Overproduction)","Fertility (Abundance); Beauty (Grace, Magnetism, Delight); Preservation (Survival, Resource awareness)",♉ Taurus; ♎ Libra; ♍ Virgo,SACRAL-SVADHISTHANA; HEART-ANAHATA
MAYAN,Lamat,Rubedo; Conjunction; Citrinitas,The Lover; The Queen; The Mystic,Emerald; Gold; Pink; White,EMERALD; ROSE-QUARTZ; DIAMOND; PEARL,Aphrodite [Greek]; Lakshmi [Hindu]; Xochipilli [Aztec/Mayan],Aether; Earth,221.23 Hz — Venus; 963 Hz — Crown; 639 Hz — Harmony/Connection,Fortuna Major — Greater Fortune; Puella — The Maiden; Laetitia — Joy,Hexagram; Point; Dodecagon,30 — Clinging (Li); 14 — Possession (Da You); 58 — The Joyful (Dui),Netzach (Victory); Tiferet (Beauty); Kether (Crown),Daleth; Heh; Aleph,L; A; V,XVII — The Star; III — The Empress; XIX — The Sun,Lamat,Copper; Gold; Silver,Nine of Cups; Three of Cups; Six of Wands,A; B; C,6; 9,Eyes; Heart; Reproductive system,♀ Venus; ☉ Sun,Dog Rose; Apple Blossom; Blue Lotus; Cacao,Dodecahedron; Hexahedron; Star Tetrahedron (Merkaba),"Pride (Arrogance, Hubris, Vanity); Lust (Overindulgence, Hunger)","Beauty (Grace, Magnetism, Delight); Joy (Celebration, Radiance); Harmony (Alignment, Balance, Trust)",♉ Taurus; ♎ Libra; ♌ Leo,HEART-ANAHATA
MAYAN,Manik,Conjunction; Fermentation; Distillation,The Healer; The Mother; The Priest,Green; Blue; White,CLEAR-QUARTZ; EMERALD; AMETHYST; AQUAMARINE,Kuan Yin [Other]; Christos [Other]; Archangel Raphael [Other],Water; Air,285 Hz — Transformation; 528 Hz — Miracles; 432 Hz — Harmony,Conjunctio — Union; Laetitia — Joy; Fortuna Minor — Lesser Fortune,Pentagon; Vesica Piscis; Circle,27 — Nourishment (Yi); 48 — The Well (Jing); 20 — Contemplation (Guan),Tiferet (Beauty); Yesod (Foundation); Chesed (Mercy),Kaph; Yod; Heh,M; Y; H,XIV — Temperance; XVII — The Star; VIII — Strength,Manik,Silver; Gold; Mercury,Six of Cups; Page of Cups; Six of Wands,E; A; G,6; 7,Heart; Immune system; Lymphatic system,☉ Sun; ☽ Moon; ☿ Mercury,Angelica; Chamomile; Calendula; Eucalyptus,Dodecahedron; Icosahedron,"Self-sacrifice (The shadow of service/martyrdom); Frivolity (False optimism, Sentimentality)","Clarity (Illumination, Healing, Vision); Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust)",♍ Virgo; ♓ Pisces; ♋ Cancer,HEART-ANAHATA; THROAT-VISHUDDHA; CROWN-SAHASRARA
MAYAN,Men,Citrinitas; Rubedo; Fermentation,The Prophet; The King; The Sage,Gold; Yellow; Blue,CITRINE; PYRITE; CLEAR-QUARTZ,Apollo [Greek]; Zeus [Greek]; Horus [Egyptian],Fire; Air,126.22 Hz — Sun; 183.58 Hz — Jupiter; 852 Hz — Intuition,Fortuna Major — Greater Fortune; Acquisitio — Gain; Albus — The White One,Triangle; Point; Circle,20 — Contemplation (Guan); 14 — Possession (Da You); 01 — Creative (Qian),Tiferet (Beauty); Chokmah (Wisdom); Chesed (Mercy),Resh; Yod; Aleph,M; E; N,XIX — The Sun; X — Wheel of Fortune; IX — The Hermit,Men,Gold; Tin; Silver,King of Wands; Three of Wands; Six of Wands,C; F♯; A,1; 10; 9,Eyes; Head; Heart,☉ Sun; ♃ Jupiter; ☿ Mercury,Bay Laurel; Frankincense; Ash,Dodecahedron; Tetrahedron,"Pride (Arrogance, Hubris, Vanity); Dogmatism (Fanaticism)","Insight (Awareness, Light in darkness); Sovereignty (Authority, Nobility, Justice); Confidence (Strength, Mastery)",♌ Leo; ♐ Sagittarius; ♈ Aries,SOLAR-PLEXUS-MANIPURA
MAYAN,Muluk,Dissolution; Conjunction; Fermentation,The Healer; The Lover; The Priest,Blue; Silver; White,AQUAMARINE; MOONSTONE; PEARL; AMETHYST,Tlaloc [Aztec/Mayan]; Kuan Yin [Other]; Archangel Gabriel [Other],Water; Aether,432 Hz — Harmony; 210.42 Hz — Moon; 285 Hz — Transformation,Conjunctio — Union; Populus — The People; Via — The Path,Circle; Vesica Piscis; Sphere,29 — Abyss (Kan); 08 — Holding Together (Bi); 48 — The Well (Jing),Yesod (Foundation); Chesed (Mercy); Netzach (Victory),Mem; Bet; Heh,M; U; L,XIV — Temperance; II — The High Priestess; XVII — The Star,Muluk,Silver; Platinum; Copper,Ace of Cups; Six of Cups; Ten of Cups,G♯; E; A,2; 6,Blood; Kidneys; Circulatory system,☽ Moon; ♆ Neptune; ♀ Venus,Blue Lotus; Chamomile; Cacao; Lotus,Icosahedron; Dodecahedron,"Self-sacrifice (The shadow of service/martyrdom); Delusion (Illusion, Confusion)","Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust); Union (Synthesis)",♋ Cancer; ♓ Pisces; ♎ Libra,SACRAL-SVADHISTHANA; HEART-ANAHATA; CROWN-SAHASRARA
MAYAN,Oc,Conjunction; Rubedo,The Lover; The Hero; The Healer,Gold; Pink; Green,ROSE-QUARTZ; CITRINE; GREEN-AVENTURINE,Christos [Other]; Aphrodite [Greek]; Quetzalcoatl [Aztec/Mayan],Earth; Fire,432 Hz — Harmony; 528 Hz — Miracles; 639 Hz — Harmony/Connection,Populus — The People; Fortuna Minor — Lesser Fortune; Conjunctio — Union,Circle; Line; Hexagon,13 — Fellowship (Tong Ren); 37 — Family (Jia Ren); 61 — Inner Truth (Zhong Fu),Tiferet (Beauty); Chesed (Mercy); Netzach (Victory),Vav; Lamed; Bet,O; C; D,VI — The Lovers; XIX — The Sun; XI — Justice,Oc,Copper; Gold; Silver,Two of Cups; Ten of Cups; Six of Wands,A; C; E,6; 10; 11,Heart; Chest; Blood,♀ Venus; ☉ Sun; ♃ Jupiter,Dog Rose; Apple; Bay Laurel,Hexahedron; Dodecahedron,"Dependence (Naïveté, Blind belief, Over-conformity); Pride (Arrogance, Hubris, Vanity)","Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust); Joy (Celebration, Radiance)",♌ Leo; ♎ Libra; ♉ Taurus,HEART-ANAHATA
METALS,Aluminum,Sublimation,The Explorer; The Trickster; The Prophet,Blue; Violet; Silver,LABRADORITE; MOLDAVITE; FLUORITE,Ouranos [Other]; Uriel [Angelic]; Prometheus [Greek],Air; Aether,207.36 Hz — Uranus; 852 Hz — Intuition,Fortuna Minor — Lesser Fortune; Caput Draconis — Dragon’s Head,Hexagram; Octagon,51 — Aroused (Zhen); 43 — Breakthrough (Guai),Chokmah (Wisdom),Aleph; Zayin,A; U,XVII — The Star; 0 — The Fool,Ik; Etznab; Caban,Aluminum,Ace of Swords; Eight of Wands,B; D,11,Nervous system; Brain; Respiratory system,♅ Uranus,Birch; Eucalyptus; Frankincense,Star Tetrahedron (Merkaba); Octahedron,"Chaos (Disorder, Disarray); Aimlessness (False starts, Disarray)","Freedom (Aspiration, Release); Initiation (New life, Threshold); Insight (Awareness, Light in darkness)",♒ Aquarius,THROAT-VISHUDDHA; CROWN-SAHASRARA
METALS,Copper,Conjunction,The Lover; The Queen; The Mother,Copper; Emerald; Pink,ROSE-QUARTZ; EMERALD; JADE; MALACHITE,Aphrodite [Greek]; Freya [Norse]; Hathor [Egyptian]; Haniel [Angelic],Earth; Water,221.23 Hz — Venus; 639 Hz — Harmony/Connection,Puella — The Maiden; Conjunctio — Union; Laetitia — Joy,Hexagon; Vesica Piscis,31 — Influence (Xian); 58 — The Joyful (Dui),Netzach (Victory),Daleth; Kaph,C; V,III — The Empress; VI — The Lovers,Lamat; Kan,Copper,Two of Cups; Queen of Pentacles,A,6,Reproductive system; Kidneys; Skin,♀ Venus,Rose; Apple Blossom; Jasmine; Apple,Hexahedron,"Lust (Overindulgence, Hunger); Dependence (Naïveté, Blind belief, Over-conformity)","Beauty (Grace, Magnetism, Delight); Fertility (Abundance); Union (Synthesis)",♉ Taurus; ♎ Libra,SACRAL-SVADHISTHANA; HEART-ANAHATA
METALS,Gold,Citrinitas; Rubedo,The King; The Hero,Gold; Yellow,CITRINE; AMBER; PYRITE; SUNSTONE,Apollo [Greek]; Helios [Greek]; Michael [Angelic],Fire; Aether,126.22 Hz — Sun; 528 Hz — Miracles,Fortuna Major — Greater Fortune; Laetitia — Joy,Circle; Dodecagon,01 — Creative (Qian); 14 — Possession (Da You),Tiferet (Beauty),Resh; Gimel,G; S,XIX — The Sun; X — Wheel of Fortune,Ahau; Men,Gold,Six of Wands; King of Pentacles,C,1,Heart; Eyes; Spine,☉ Sun,Bay Laurel; Calendula; Helianthus,Dodecahedron,"Pride (Arrogance, Hubris, Vanity)","Sovereignty (Authority, Nobility, Justice); Confidence (Strength, Mastery); Joy (Celebration, Radiance)",♌ Leo,SOLAR-PLEXUS-MANIPURA
METALS,Iron,Calcination,The Warrior; The Hero; The Destroyer,Red; Crimson,BLOODSTONE; CARNELIAN; RED-JASPER,Ares [Greek]; Sekhmet [Egyptian]; Michael [Angelic],Fire,144.72 Hz — Mars; 396 Hz — Liberation,Puer — The Youth; Rubeus — The Red One,Triangle; Pentagram,07 — Army (Shi); 51 — Aroused (Zhen),Geburah (Severity),Peh; Yod,I; M,XVI — The Tower; VII — The Chariot,Chicchan; Etznab,Iron,Five of Wands; Knight of Wands,D,5,Blood; Muscular system; Adrenals,♂ Mars,Ginger; Black Pepper; Cayenne; Chili,Tetrahedron,"Violence (Aggression, Destruction, Abuse); Domination (Harshness)","Will (Drive, Resolve, Bravery); Energy (Intensity, Creativity, Imagination)",♈ Aries; ♏ Scorpio,SOLAR-PLEXUS-MANIPURA
METALS,Lead,Coagulation; Putrefactio,The Father; The King; The Shadow,Black; Grey,SMOKY-QUARTZ; HEMATITE; BLACK-ONYX,Saturnine spirits [Other]; Hades [Greek]; Anubis [Egyptian],Earth,147.85 Hz — Saturn; 174 Hz — Foundation,Carcer — The Prison; Tristitia — Sorrow,Cube; Square,52 — Keeping Still (Gen); 47 — Oppression (Kun),Binah (Understanding),Tav; Qoph,L; S,XXI — The World; XV — The Devil,Caban; Cimi,Lead,Four of Pentacles; Nine of Pentacles,F,8,Bones; Skeletal system; Spine,♄ Saturn,Cedar; Oak; Cypress,Hexahedron,"Repetition (Stagnation, Inertia); Dogmatism (Fanaticism); Paralysis (Fear, Indecision)","Preservation (Survival, Resource awareness)",♑ Capricorn; ♒ Aquarius,ROOT-MULADHARA
METALS,Mercury,Distillation; Separation,The Trickster; The Sage,Silver; Grey,AGATE; FLUORITE; CLEAR-QUARTZ,Hermes [Greek]; Thoth [Egyptian],Air,141.27 Hz — Mercury; 741 Hz — Awakening,Albus — The White One; Conjunctio — Union,Line; Octagon,57 — The Gentle (Xun); 04 — Youthful Folly (Meng),Hod (Glory),Bet; Mem,M; H,I — The Magician; IX — The Hermit,Chuen; Ik; Eb,Mercury,Ace of Swords; Page of Swords,C♯,3,Nervous system; Lungs; Brain,☿ Mercury,Lavender; Mint; Dill,Octahedron,"Aimlessness (False starts, Disarray); Delusion (Illusion, Confusion)","Clarity (Illumination, Healing, Vision); Insight (Awareness, Light in darkness)",♊ Gemini; ♍ Virgo,THROAT-VISHUDDHA; AJNA-THIRD-EYE
METALS,Platinum,Dissolution; Sublimation,The Mystic; The Healer,Blue; Silver; Indigo,AQUAMARINE; AMETHYST; PEARL; SELENITE,Neptune [Other]; Poseidon [Greek]; Varuna [Hindu],Water; Aether,211.44 Hz — Neptune; 432 Hz — Harmony,Via — The Path; Populus — The People,Sphere; Circle; Vesica Piscis,29 — Abyss (Kan); 59 — Dispersion (Huan),Kether (Crown); Yesod (Foundation),Qoph; Mem,P; N,XII — The Hanged Man; XVII — The Star; XVIII — The Moon,Muluk; Cauac; Ix,Platinum,Ace of Cups; Seven of Cups,G♯,12,Lymphatic system; Kidneys; Pineal,♆ Neptune,Blue Lotus; Lotus; Seaweed,Icosahedron; Dodecahedron,"Delusion (Illusion, Confusion); Nihilism (Detachment)","Harmony (Alignment, Balance, Trust); Insight (Awareness, Light in darkness); Devotion (Loyalty, Mercy, Compassion, Empathy)",♓ Pisces,AJNA-THIRD-EYE; CROWN-SAHASRARA
METALS,Plutonium,Mortificatio; Putrefactio,The Destroyer; The Shadow; The Explorer,Black; Indigo; Grey,OBSIDIAN; BLACK-ONYX; BLACK-TOURMALINE; METEORITE,Pluto [Other]; Hades [Greek]; Archangel Azrael [Other],Earth; Water,140.25 Hz — Pluto; 0.5–4 Hz — Delta (Deep Sleep),Cauda Draconis — Dragon’s Tail; Tristitia — Sorrow,Point; Cube,23 — Splitting Apart (Bo); 47 — Oppression (Kun),Binah (Understanding); Malkuth (Kingdom),Nun; Shin,P; X,XIII — Death; XX — Judgement; XV — The Devil,Cimi; Cib,Plutonium,Ten of Swords; Five of Cups,A♯,13,Blood; Skeletal system; Reproductive system,♇ Pluto,Wormwood; Mullein; Cypress,Hexahedron,"Obsession (Attachment); Nihilism (Detachment); Paralysis (Fear, Indecision)","Renewal (Transformation, Resurrection); Preservation (Survival, Resource awareness)",♏ Scorpio,ROOT-MULADHARA
METALS,Silver,Dissolution,The Mother; The Mystic,Silver; White,MOONSTONE; SELENITE; PEARL,Selene [Greek]; Artemis [Greek]; Gabriel [Angelic],Water,210.42 Hz — Moon; 432 Hz — Harmony,Populus — The People; Via — The Path,Circle; Vesica Piscis,02 — receptive (Kun); 29 — Abyss (Kan),Yesod (Foundation),Gimel; Mem,S; M,II — The High Priestess; XVIII — The Moon,Muluk; Akbal,Silver,Ace of Cups; Queen of Cups,G♯,2,Blood; Chest; Kidneys,☽ Moon,Mugwort; Willow; Lotus,Icosahedron,"Delusion (Illusion, Confusion); Self-sacrifice (The shadow of service/martyrdom)","Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust)",♋ Cancer,SACRAL-SVADHISTHANA; HEART-ANAHATA; CROWN-SAHASRARA
METALS,Tin,Fermentation,The King; The Father; The Creator,Blue; Gold,AMETHYST; CITRINE,Zeus [Greek]; Archangel Zadkiel [Other],Aether; Fire,183.58 Hz — Jupiter; 432 Hz — Harmony,Acquisitio — Gain; Fortuna Major — Greater Fortune,Dodecagon; Circle,14 — Possession (Da You); 34 — Great Power (Da Zhuang),Chesed (Mercy),Kaph; Yod,T; J,X — Wheel of Fortune; IV — The Emperor,Men; Ahau,Tin,Ten of Pentacles; Six of Wands,F♯,10,Liver; Head,♃ Jupiter,Oak; Olive; Frankincense,Dodecahedron,"Dogmatism (Fanaticism); Pride (Arrogance, Hubris, Vanity)","Sovereignty (Authority, Nobility, Justice); Joy (Celebration, Radiance)",♐ Sagittarius; ♓ Pisces,SOLAR-PLEXUS-MANIPURA; CROWN-SAHASRARA
MINOR_ARCANA,Ace of Cups,,The Lover; The Mother,Blue; Silver; Pink,MOONSTONE; ROSE-QUARTZ; AQUAMARINE,Aphrodite [Greek]; Selene [Greek],Water,210.42 Hz — Moon; 432 Hz — Harmony,Caput Draconis — Dragon’s Head; Populus — The People; Puella — The Maiden,Point; Circle; Vesica Piscis,01 — Creative (Qian); 02 — receptive (Kun),Yesod (Foundation); Netzach (Victory),Aleph,A,0 — The Fool; II — The High Priestess,Ahau; Muluk,Silver; Copper,Ace of Cups,G♯,1,Blood; Chest; Kidneys,☽ Moon; ♀ Venus,Rose; Lotus; Willow,Icosahedron,"Aimlessness (False starts, Disarray); Delusion (Illusion, Confusion); Dependence (Naïveté, Blind belief, Over-conformity)","Initiation (New life, Threshold); Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust)",♋ Cancer; ♓ Pisces; ♎ Libra,SACRAL-SVADHISTHANA; HEART-ANAHATA; CROWN-SAHASRARA
MINOR_ARCANA,Ace of Pentacles,,The Mother; The Father,Green; Black; Copper,JADE; HEMATITE; SMOKY-QUARTZ,Demeter [Greek]; Gaia [Greek],Earth,147.85 Hz — Saturn; 174 Hz — Foundation,Caput Draconis — Dragon’s Head; Acquisitio — Gain; Carcer — The Prison,Point; Square; Cube; Hexagon,01 — Creative (Qian); 02 — receptive (Kun),Malkuth (Kingdom); Binah (Understanding),Aleph,A,0 — The Fool; XXI — The World,Ahau; Caban,Copper; Lead,Ace of Pentacles,F,1,Skeletal system; Stomach; Reproductive system,♀ Venus; ♄ Saturn,Oak; Cedar; Apple,Hexahedron,"Aimlessness (False starts, Disarray); Avarice (Hoarding, Overproduction); Repetition (Stagnation, Inertia)","Initiation (New life, Threshold); Preservation (Survival, Resource awareness); Fertility (Abundance)",♉ Taurus; ♍ Virgo; ♑ Capricorn,ROOT-MULADHARA
MINOR_ARCANA,Ace of Swords,,The Sage; The Trickster,Yellow; Grey; Blue,FLUORITE; CLEAR-QUARTZ; LABRADORITE,Hermes [Greek]; Thoth [Egyptian],Air,141.27 Hz — Mercury; 741 Hz — Awakening,Caput Draconis — Dragon’s Head; Albus — The White One; Carcer — The Prison,Point; Line; Octagon; Hexagram,01 — Creative (Qian); 57 — The Gentle (Xun),Hod (Glory); Binah (Understanding),Aleph,A,0 — The Fool; I — The Magician,Ahau; Ik,Mercury; Lead,Ace of Swords,C♯,1,Nervous system; Brain; Respiratory system,☿ Mercury; ♄ Saturn,Lavender; Mint; Eucalyptus,Octahedron,"Aimlessness (False starts, Disarray); Aimlessness (False starts, Disarray); Dogmatism (Fanaticism)","Initiation (New life, Threshold); Clarity (Illumination, Healing, Vision); Insight (Awareness, Light in darkness)",♊ Gemini; ♎ Libra; ♒ Aquarius,THROAT-VISHUDDHA; AJNA-THIRD-EYE
MINOR_ARCANA,Ace of Wands,,The Warrior; The Hero,Red; Gold; Orange,CARNELIAN; SUNSTONE; CITRINE,Ares [Greek]; Apollo [Greek],Fire,126.22 Hz — Sun; 528 Hz — Miracles,Caput Draconis — Dragon’s Head; Puer — The Youth; Fortuna Major — Greater Fortune,Point; Triangle; Line,01 — Creative (Qian); 01 — Creative (Qian),Geburah (Severity); Tiferet (Beauty),Aleph,A,0 — The Fool; XIX — The Sun,Ahau; Chicchan,Iron; Gold,Ace of Wands,D,1,Muscular system; Heart; Adrenals,☉ Sun; ♂ Mars,Cinnamon; Ginger; Bay Laurel,Tetrahedron,"Aimlessness (False starts, Disarray); Violence (Aggression, Destruction, Abuse); Pride (Arrogance, Hubris, Vanity)","Initiation (New life, Threshold); Will (Drive, Resolve, Bravery); Energy (Intensity, Creativity, Imagination)",♈ Aries; ♌ Leo; ♐ Sagittarius,SOLAR-PLEXUS-MANIPURA
MINOR_ARCANA,Eight of Cups,,The Lover; The Mother,Blue; Silver; Pink,MOONSTONE; ROSE-QUARTZ; AQUAMARINE,Aphrodite [Greek]; Selene [Greek],Water,210.42 Hz — Moon,Fortuna Minor — Lesser Fortune; Populus — The People; Puella — The Maiden,Octagon; Circle; Vesica Piscis,08 — Holding Together (Bi); 02 — receptive (Kun),Yesod (Foundation); Netzach (Victory),Cheth,H,VIII — Strength; II — The High Priestess,Ik; Muluk,Silver; Copper,Eight of Cups,G♯,8,Blood; Chest; Kidneys,☽ Moon; ♀ Venus,Rose; Lotus; Willow,Icosahedron,"Domination (Harshness); Delusion (Illusion, Confusion); Dependence (Naïveté, Blind belief, Over-conformity)","Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust)",♋ Cancer; ♓ Pisces; ♎ Libra,SACRAL-SVADHISTHANA; HEART-ANAHATA
MINOR_ARCANA,Eight of Pentacles,,The Mother; The Father,Green; Black; Copper,JADE; HEMATITE; SMOKY-QUARTZ,Demeter [Greek]; Gaia [Greek],Earth,147.85 Hz — Saturn,Fortuna Minor — Lesser Fortune; Acquisitio — Gain; Carcer — The Prison,Octagon; Square; Cube; Hexagon,08 — Holding Together (Bi); 02 — receptive (Kun),Malkuth (Kingdom); Binah (Understanding),Cheth,H,VIII — Strength; XXI — The World,Ik; Caban,Copper; Lead,Eight of Pentacles,F,8,Skeletal system; Stomach; Reproductive system,♀ Venus; ♄ Saturn,Oak; Cedar; Apple,Hexahedron,"Domination (Harshness); Avarice (Hoarding, Overproduction); Repetition (Stagnation, Inertia)","Preservation (Survival, Resource awareness); Fertility (Abundance)",♉ Taurus; ♍ Virgo; ♑ Capricorn,ROOT-MULADHARA
MINOR_ARCANA,Eight of Swords,,The Sage; The Trickster,Yellow; Grey; Blue,FLUORITE; CLEAR-QUARTZ; LABRADORITE,Hermes [Greek]; Thoth [Egyptian],Air,141.27 Hz — Mercury,Fortuna Minor — Lesser Fortune; Albus — The White One; Carcer — The Prison,Octagon; Line; Octagon; Hexagram,08 — Holding Together (Bi); 57 — The Gentle (Xun),Hod (Glory); Binah (Understanding),Cheth,H,VIII — Strength; I — The Magician,Ik; Ik,Mercury; Lead,Eight of Swords,C♯,8,Nervous system; Brain; Respiratory system,☿ Mercury; ♄ Saturn,Lavender; Mint; Eucalyptus,Octahedron,"Domination (Harshness); Aimlessness (False starts, Disarray); Dogmatism (Fanaticism)","Clarity (Illumination, Healing, Vision); Insight (Awareness, Light in darkness)",♊ Gemini; ♎ Libra; ♒ Aquarius,THROAT-VISHUDDHA
MINOR_ARCANA,Eight of Wands,,The Warrior; The Hero,Red; Gold; Orange,CARNELIAN; SUNSTONE; CITRINE,Ares [Greek]; Apollo [Greek],Fire,126.22 Hz — Sun,Fortuna Minor — Lesser Fortune; Puer — The Youth; Fortuna Major — Greater Fortune,Octagon; Triangle; Line,08 — Holding Together (Bi); 01 — Creative (Qian),Geburah (Severity); Tiferet (Beauty),Cheth,H,VIII — Strength; XIX — The Sun,Ik; Chicchan,Iron; Gold,Eight of Wands,D,8,Muscular system; Heart; Adrenals,☉ Sun; ♂ Mars,Cinnamon; Ginger; Bay Laurel,Tetrahedron,"Domination (Harshness); Violence (Aggression, Destruction, Abuse); Pride (Arrogance, Hubris, Vanity)","Will (Drive, Resolve, Bravery); Energy (Intensity, Creativity, Imagination)",♈ Aries; ♌ Leo; ♐ Sagittarius,SOLAR-PLEXUS-MANIPURA
MINOR_ARCANA,Five of Cups,,The Lover; The Mother,Blue; Silver; Pink,MOONSTONE; ROSE-QUARTZ; AQUAMARINE,Aphrodite [Greek]; Selene [Greek],Water,210.42 Hz — Moon,Puer — The Youth; Populus — The People; Puella — The Maiden,Pentagram; Circle; Vesica Piscis,05 — Waiting (Xu); 02 — receptive (Kun),Yesod (Foundation); Netzach (Victory),Heh,E,V — The Hierophant; II — The High Priestess,Chicchan; Muluk,Silver; Copper,Five of Cups,G♯,5,Blood; Chest; Kidneys,☽ Moon; ♀ Venus,Rose; Lotus; Willow,Icosahedron,"Violence (Aggression, Destruction, Abuse); Delusion (Illusion, Confusion); Dependence (Naïveté, Blind belief, Over-conformity)","Will (Drive, Resolve, Bravery); Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust)",♋ Cancer; ♓ Pisces; ♎ Libra,SACRAL-SVADHISTHANA; HEART-ANAHATA
